path,label,split
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_30_6.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_5_32.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_25_8.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_5_9.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_21_18.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_24_17.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_26_6.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_42_14.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_9_38.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_18_24.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_25_12.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_16_27.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_2_35.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_27_36.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_16_33.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_17_37.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_25_1.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_31_27.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_9_18.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_28_10.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_10_4.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_21_20.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_21_10.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_28_22.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_6_20.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_36_19.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_0_30.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_26_23.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_21_33.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_21_26.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_15_21.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_17_13.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_14_2.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_24_2.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_2_22.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_42_19.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_22_14.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_30_16.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_34_5.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_5_11.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_0_17.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_24_18.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_18_30.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_9_22.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_28_27.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_5_26.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_18_18.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_15_38.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_20_30.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_18_24.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_27_35.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_27_39.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_6_13.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_18_36.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_3_29.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_14_22.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_17_20.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_17_32.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_32_4.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_42_18.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_5_26.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_12_10.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_3_39.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_4_20.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_8_17.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_8_25.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_30_21.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_27_39.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_20_29.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_28_33.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_24_26.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_13_33.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_2_27.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_22_23.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_14_14.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_11_36.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_30_18.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_27_25.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_34_4.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_14_5.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_9_31.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_22_9.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_9_27.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_38_34.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_23_19.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_24_30.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_28_27.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_20_33.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_6_12.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_17_4.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_18_6.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_16_7.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_15_26.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_2_15.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_40_21.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_10_32.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_11_3.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_35_3.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_2_12.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_20_19.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_31_3.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_29_20.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_0_31.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_28_19.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_30_33.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_31_14.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_15_42.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_26_17.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_32_14.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_21_29.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_32_12.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_9_38.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_2_25.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_1_28.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_22_27.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_38_29.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_28_12.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_28_43.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_17_0.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_9_25.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_15_9.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_10_16.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_24_40.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_9_16.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_9_17.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_34_31.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_21_0.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_10_24.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_16_26.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_36_17.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_12_15.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_13_27.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_32_21.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_33_33.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_34_35.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_5_24.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_9_27.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_9_11.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_10_15.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_32_21.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_24_16.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_14_11.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_12_36.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_33_11.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_12_35.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_21_17.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_29_1.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_8_37.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_14_34.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_27_25.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_30_24.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_28_32.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_23_27.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_22_28.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_31_32.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_5_12.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_20_29.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_22_17.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_30_29.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_7_14.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_10_6.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_2_15.pt,0,train
GigaPath_embeddings_LBC_train/0/2b545ce7-ebd8-4b3b-98fa-2f442d48bc5e_pyramid_tiles_files_16_13_10.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_27_12.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_20_11.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_28_5.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_16_36.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_9_28.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_21_11.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_22_11.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_16_9.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_16_4.pt,0,train
GigaPath_embeddings_LBC_train/0/4b71df3c-6e36-4b86-86cd-403d470980d8_pyramid_tiles_files_16_33_9.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_21_15.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_19_16.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_13_3.pt,0,train
GigaPath_embeddings_LBC_train/0/3d2ea7da-d7a6-4b5a-8c3b-7ff4e99e614f_pyramid_tiles_files_16_23_12.pt,0,train
GigaPath_embeddings_LBC_train/0/85f754fe-8760-404b-bedb-6d8ac74ced85_pyramid_tiles_files_16_10_25.pt,0,train
GigaPath_embeddings_LBC_train/0/cbbb7a3f-b6d5-44d3-9eef-69757a914f2f_pyramid_tiles_files_16_37_10.pt,0,train
